customer_id,first_purchase_date,last_purchase_date,total_orders,total_spend,avg_order_value,discount_usage_%,region,customer_segment,preferred_payment,recency_days,churn,customer_lifetime_days,spend_per_day,order_frequency,recency_group,high_value_customer,used_discount,aov_category,customer_age_days,R_score,F_score,M_score,RFM_score
CUST4575,2023-03-15,2023-10-08,9,191129,21236.56,15.0,West,Low Value,Net Banking,898,Yes,207,918.8894230769231,0.04326923076923077,Very Lost,1,1,High,1105,3,3,5,335
CUST4576,2023-04-19,2024-02-06,12,34592,2882.67,25.0,East,Mid Value,Net Banking,777,No,293,117.65986394557824,0.04081632653061224,Very Lost,0,1,Low,1070,5,3,1,531
CUST4577,2023-04-08,2023-12-08,20,197801,9890.05,5.0,East,Mid Value,Debit Card,837,No,244,807.3510204081633,0.08163265306122448,Very Lost,1,1,Medium,1081,4,5,5,455
CUST4578,2023-07-05,2023-08-06,8,18271,2283.88,0.0,East,High Value,UPI,961,Yes,32,553.6666666666666,0.24242424242424243,Very Lost,0,0,Low,993,2,2,1,221
CUST4579,2023-01-10,2023-06-16,19,142125,7480.26,15.0,North,High Value,Net Banking,1012,Yes,157,899.5253164556962,0.12025316455696203,Very Lost,1,1,Medium,1169,2,5,4,254
CUST4580,2023-04-18,2023-05-26,3,131680,38704.20375,20.0,South,Low Value,Credit Card,1033,Yes,38,3376.4102564102564,0.07692307692307693,Very Lost,1,1,High,1071,1,1,4,114
CUST4581,2023-03-10,2024-01-01,17,9124,536.71,5.0,West,Mid Value,Credit Card,813,No,297,30.61744966442953,0.05704697986577181,Very Lost,0,1,Low,1110,5,4,1,541
CUST4582,2023-07-03,2024-01-20,13,26581,2044.69,20.0,West,High Value,Net Banking,794,No,201,131.5891089108911,0.06435643564356436,Very Lost,0,1,Low,995,5,3,1,531
CUST4583,2023-03-20,2023-07-31,11,182440,16585.45,15.0,West,Low Value,UPI,967,Yes,133,1361.4925373134329,0.08208955223880597,Very Lost,1,1,High,1100,2,3,5,235
CUST4584,2023-04-13,2024-01-24,8,188932,23616.5,20.0,North,High Value,Net Banking,790,No,286,658.2996515679442,0.027874564459930314,Very Lost,1,1,High,1076,5,2,5,525
CUST4585,2023-06-03,2024-03-21,13,60478,4652.15,15.0,East,Low Value,Credit Card,733,No,292,206.40955631399316,0.04436860068259386,Very Lost,0,1,Low,1025,5,3,2,532
CUST4586,2023-05-11,2023-11-04,15,175395,11693.0,25.0,East,High Value,UPI,871,No,177,985.3651685393259,0.08426966292134831,Very Lost,1,1,Medium,1048,4,4,5,445
CUST4587,2023-01-08,2023-11-04,4,89523,22380.75,5.0,South,High Value,UPI,871,No,300,297.4186046511628,0.013289036544850499,Very Lost,0,1,High,1171,4,1,3,413
CUST4588,2023-05-09,2023-10-22,16,14985,936.56,20.0,South,Mid Value,Net Banking,884,Yes,166,89.73053892215569,0.09580838323353294,Very Lost,0,1,Low,1050,4,4,1,441
CUST4589,2023-03-25,2023-07-21,19,51785,2725.53,15.0,East,Mid Value,Net Banking,977,Yes,118,435.16806722689074,0.15966386554621848,Very Lost,0,1,Low,1095,2,5,2,252
CUST4590,2023-07-20,2023-09-27,10,103256,10325.6,0.0,East,High Value,Credit Card,909,Yes,69,1475.0857142857142,0.14285714285714285,Very Lost,1,0,Medium,978,3,3,3,333
CUST4591,2023-03-27,2023-10-12,5,146317,29263.4,25.0,West,Mid Value,Debit Card,894,Yes,199,731.585,0.025,Very Lost,1,1,High,1093,4,1,4,414
CUST4592,2023-01-03,2023-02-28,1,104131,38704.20375,20.0,East,Mid Value,Credit Card,1120,Yes,56,1826.859649122807,0.017543859649122806,Very Lost,1,1,High,1176,1,1,3,113
CUST4593,2023-05-28,2024-02-29,6,114829,19138.17,15.0,North,Low Value,Net Banking,754,No,277,413.05395683453236,0.02158273381294964,Very Lost,1,1,High,1031,5,2,3,523
CUST4594,2023-01-07,2023-10-21,5,124204,24840.8,20.0,South,High Value,Credit Card,885,Yes,287,431.2638888888889,0.017361111111111112,Very Lost,1,1,High,1172,4,1,4,414
CUST4595,2023-04-24,2023-12-23,1,28040,28040.0,20.0,East,Low Value,Net Banking,822,No,243,114.91803278688525,0.004098360655737705,Very Lost,0,1,High,1065,5,1,1,511
CUST4596,2023-04-01,2023-05-31,6,10637,1772.83,25.0,West,Mid Value,Net Banking,1028,Yes,60,174.37704918032787,0.09836065573770492,Very Lost,0,1,Low,1088,1,2,1,121
CUST4597,2023-04-07,2023-06-14,8,9410,1176.25,25.0,East,High Value,UPI,1014,Yes,68,136.3768115942029,0.11594202898550725,Very Lost,0,1,Low,1082,2,2,1,221
CUST4598,2023-01-17,2023-07-03,9,19990,2221.11,0.0,South,Low Value,Debit Card,995,Yes,167,118.98809523809524,0.05357142857142857,Very Lost,0,0,Low,1162,2,3,1,231
CUST4599,2023-03-28,2023-11-27,20,56042,2802.1,5.0,North,High Value,UPI,848,No,244,228.74285714285713,0.08163265306122448,Very Lost,0,1,Low,1092,4,5,2,452
CUST4600,2023-07-10,2023-08-28,13,132614,10201.08,0.0,South,Low Value,Credit Card,939,Yes,49,2652.28,0.26,Very Lost,1,0,Medium,988,3,3,4,334
CUST4601,2023-06-24,2023-08-14,9,73529,8169.89,20.0,North,High Value,Credit Card,953,Yes,51,1414.0192307692307,0.17307692307692307,Very Lost,0,1,Medium,1004,3,3,2,332
CUST4602,2023-04-18,2023-11-06,3,59854,19951.33,5.0,West,Mid Value,UPI,869,No,202,294.8472906403941,0.014778325123152709,Very Lost,0,1,High,1071,4,1,2,412
CUST4603,2023-02-24,2023-06-01,1,150753,38704.20375,10.0,East,Mid Value,Credit Card,1027,Yes,97,1538.295918367347,0.01020408163265306,Very Lost,1,1,High,1124,1,1,4,114
CUST4604,2023-02-21,2023-09-21,16,133207,8325.44,20.0,West,Low Value,Credit Card,915,Yes,212,625.3849765258216,0.07511737089201878,Very Lost,1,1,Medium,1127,3,4,4,344
CUST4605,2023-04-18,2024-01-06,9,145105,16122.78,5.0,West,High Value,Debit Card,808,No,263,549.6401515151515,0.03409090909090909,Very Lost,1,1,High,1071,5,3,4,534
CUST4606,2023-05-03,2023-05-27,11,101205,9200.45,5.0,North,Mid Value,UPI,1032,Yes,24,4048.2,0.44,Very Lost,1,1,Medium,1056,1,3,3,133
CUST4607,2023-01-14,2023-07-20,11,8804,800.36,15.0,East,Low Value,Debit Card,978,Yes,187,46.829787234042556,0.05851063829787234,Very Lost,0,1,Low,1165,2,3,1,231
CUST4608,2023-01-31,2023-07-02,1,25310,25310.0,5.0,East,Low Value,UPI,996,Yes,152,165.4248366013072,0.006535947712418301,Very Lost,0,1,High,1148,2,1,1,211
CUST4609,2023-06-30,2023-08-24,9,89748,9972.0,25.0,South,Mid Value,UPI,943,Yes,55,1602.642857142857,0.16071428571428573,Very Lost,0,1,Medium,998,3,3,3,333
CUST4610,2023-04-30,2023-06-01,8,113991,14248.88,5.0,North,Low Value,Net Banking,1027,Yes,32,3454.2727272727275,0.24242424242424243,Very Lost,1,1,High,1059,1,2,3,123
CUST4611,2023-06-14,2023-12-07,10,175725,17572.5,10.0,West,Low Value,Debit Card,838,No,176,992.7966101694915,0.05649717514124294,Very Lost,1,1,High,1014,4,3,5,435
CUST4612,2023-06-13,2023-11-12,12,43109,3592.42,5.0,West,High Value,UPI,863,No,152,281.75816993464053,0.0784313725490196,Very Lost,0,1,Low,1015,4,3,2,432
CUST4613,2023-04-23,2023-05-23,17,106627,6272.18,0.0,South,High Value,Debit Card,1036,Yes,30,3439.5806451612902,0.5483870967741935,Very Lost,1,0,Low,1066,1,4,3,143
CUST4614,2023-05-28,2024-02-07,12,172337,14361.42,20.0,South,Low Value,Credit Card,776,No,255,673.19140625,0.046875,Very Lost,1,1,High,1031,5,3,5,535
CUST4615,2023-04-10,2023-05-20,1,61932,38704.20375,10.0,North,unknown,Net Banking,1039,Yes,40,1510.5365853658536,0.024390243902439025,Very Lost,0,1,High,1079,1,1,2,112
CUST4616,2023-07-09,2023-09-06,3,161450,38704.20375,20.0,West,Mid Value,Credit Card,930,Yes,59,2690.8333333333335,0.05,Very Lost,1,1,High,989,3,1,5,315
CUST4617,2023-02-28,2023-09-27,5,144578,28915.6,25.0,West,Mid Value,Credit Card,909,Yes,211,681.9716981132076,0.02358490566037736,Very Lost,1,1,High,1120,3,1,4,314
CUST4618,2023-03-19,2023-07-15,14,143192,10228.0,10.0,North,Mid Value,Credit Card,983,Yes,118,1203.2941176470588,0.11764705882352941,Very Lost,1,1,Medium,1101,2,4,4,244
CUST4619,2023-04-06,2023-06-05,2,15400,7700.0,25.0,West,High Value,UPI,1023,Yes,60,252.45901639344262,0.03278688524590164,Very Lost,0,1,Medium,1083,1,1,1,111
CUST4620,2023-04-14,2023-07-09,20,174655,8732.75,20.0,South,Low Value,Debit Card,989,Yes,86,2007.528735632184,0.22988505747126436,Very Lost,1,1,Medium,1075,2,5,5,255
CUST4621,2023-06-29,2023-10-07,19,141911,7469.0,10.0,South,Low Value,Net Banking,899,Yes,100,1405.0594059405942,0.18811881188118812,Very Lost,1,1,Medium,999,3,5,4,354
CUST4622,2023-07-20,2023-08-15,15,17154,1143.6,25.0,East,High Value,Credit Card,952,Yes,26,635.3333333333334,0.5555555555555556,Very Lost,0,1,Low,978,3,4,1,341
CUST4623,2023-02-13,2023-11-21,2,17161,8580.5,5.0,North,High Value,Net Banking,854,No,281,60.854609929078016,0.0070921985815602835,Very Lost,0,1,Medium,1135,4,1,1,411
CUST4624,2023-07-10,2023-08-09,16,131971,8248.19,10.0,West,Mid Value,UPI,958,Yes,30,4257.129032258064,0.5161290322580645,Very Lost,1,1,Medium,988,2,4,4,244
CUST4625,2023-05-04,2023-08-26,20,14275,713.75,25.0,East,High Value,Credit Card,941,Yes,114,124.1304347826087,0.17391304347826086,Very Lost,0,1,Low,1055,3,5,1,351
CUST4626,2023-04-10,2023-07-25,9,98391,10932.33,0.0,South,Mid Value,Net Banking,973,Yes,106,919.5420560747664,0.08411214953271028,Very Lost,0,0,Medium,1079,2,3,3,233
CUST4627,2023-05-31,2023-08-24,16,116241,7265.06,10.0,North,High Value,Net Banking,943,Yes,85,1351.639534883721,0.18604651162790697,Very Lost,1,1,Medium,1028,3,4,3,343
CUST4628,2023-06-16,2023-07-31,7,5504,786.29,15.0,South,unknown,Debit Card,967,Yes,45,119.65217391304348,0.15217391304347827,Very Lost,0,1,Low,1012,2,2,1,221
CUST4629,2023-05-30,2023-12-14,8,154755,19344.38,0.0,North,High Value,Credit Card,831,No,198,777.6633165829146,0.04020100502512563,Very Lost,1,0,High,1029,5,2,4,524
CUST4630,2023-06-12,2023-12-04,18,95279,5293.28,0.0,South,High Value,Debit Card,841,No,175,541.3579545454545,0.10227272727272728,Very Lost,0,0,Low,1016,4,5,3,453
CUST4631,2023-07-13,2023-09-02,19,182131,9585.84,0.0,West,High Value,Credit Card,934,Yes,51,3502.519230769231,0.36538461538461536,Very Lost,1,0,Medium,985,3,5,5,355
CUST4632,2023-03-21,2023-07-01,10,55574,5557.4,25.0,East,High Value,Debit Card,997,Yes,102,539.5533980582525,0.0970873786407767,Very Lost,0,1,Low,1099,2,3,2,232
CUST4633,2023-01-23,2023-08-02,1,81332,38704.20375,20.0,West,High Value,Credit Card,965,Yes,191,423.6041666666667,0.005208333333333333,Very Lost,0,1,High,1156,2,1,2,212
CUST4634,2023-02-02,2023-09-16,5,147472,29494.4,20.0,East,Low Value,Debit Card,920,Yes,226,649.6563876651983,0.022026431718061675,Very Lost,1,1,High,1146,3,1,4,314
CUST4635,2023-04-06,2023-05-11,10,98646,9864.6,0.0,West,Low Value,Credit Card,1048,Yes,35,2740.1666666666665,0.2777777777777778,Very Lost,0,0,Medium,1083,1,3,3,133
CUST4636,2023-06-05,2024-02-29,19,112838,5938.84,5.0,West,Mid Value,Debit Card,754,No,269,417.9185185185185,0.07037037037037037,Very Lost,1,1,Low,1023,5,5,3,553
CUST4637,2023-06-29,2023-11-15,5,19075,3815.0,20.0,East,High Value,Net Banking,860,No,139,136.25,0.03571428571428571,Very Lost,0,1,Low,999,4,1,1,411
CUST4638,2023-01-29,2023-06-23,8,68169,8521.12,0.0,North,High Value,UPI,1005,Yes,145,466.9109589041096,0.0547945205479452,Very Lost,0,0,Medium,1150,2,2,2,222
CUST4639,2023-03-13,2023-04-07,6,103467,17244.5,10.0,West,High Value,Net Banking,1082,Yes,25,3979.5,0.23076923076923078,Very Lost,1,1,High,1107,1,2,3,123
CUST4640,2023-02-28,2023-06-06,11,106010,9637.27,0.0,South,High Value,Debit Card,1022,Yes,98,1070.8080808080808,0.1111111111111111,Very Lost,1,0,Medium,1120,1,3,3,133
CUST4641,2023-02-12,2023-08-04,6,50839,8473.17,0.0,West,High Value,Credit Card,963,Yes,173,292.17816091954023,0.034482758620689655,Very Lost,0,0,Medium,1136,2,2,2,222
CUST4642,2023-07-20,2023-10-19,20,180487,9024.35,15.0,South,Mid Value,UPI,887,Yes,91,1961.8152173913043,0.21739130434782608,Very Lost,1,1,Medium,978,4,5,5,455
CUST4643,2023-06-22,2024-01-21,3,87463,29154.33,15.0,West,High Value,Credit Card,793,No,213,408.7056074766355,0.014018691588785047,Very Lost,0,1,High,1006,5,1,3,513
CUST4644,2023-06-25,2023-12-12,2,78092,38704.20375,20.0,North,High Value,Credit Card,833,No,170,456.67836257309943,0.011695906432748537,Very Lost,0,1,High,1003,4,1,2,412
CUST4645,2023-01-16,2023-03-09,7,49727,7103.86,10.0,North,Mid Value,Credit Card,1111,Yes,52,938.2452830188679,0.1320754716981132,Very Lost,0,1,Medium,1163,1,2,2,122
CUST4646,2023-04-10,2023-09-30,3,61323,20441.0,0.0,East,High Value,Debit Card,906,Yes,173,352.4310344827586,0.017241379310344827,Very Lost,0,0,High,1079,3,1,2,312
CUST4647,2023-04-29,2023-07-09,20,171809,8590.45,25.0,East,High Value,Net Banking,989,Yes,71,2386.2361111111113,0.2777777777777778,Very Lost,1,1,Medium,1060,2,5,5,255
CUST4648,2023-06-16,2024-01-02,2,53558,26779.0,10.0,West,Mid Value,Net Banking,812,No,200,266.4577114427861,0.009950248756218905,Very Lost,0,1,High,1012,5,1,2,512
CUST4649,2023-05-02,2023-07-18,7,75297,10756.71,25.0,West,Mid Value,Debit Card,980,Yes,77,965.3461538461538,0.08974358974358974,Very Lost,0,1,Medium,1057,2,2,2,222
CUST4650,2023-02-21,2023-07-12,17,109487,6440.41,25.0,East,Mid Value,Credit Card,986,Yes,141,771.0352112676056,0.11971830985915492,Very Lost,1,1,Low,1127,2,4,3,243
CUST4651,2023-04-18,2023-05-17,1,84533,38704.20375,10.0,West,Low Value,Net Banking,1042,Yes,29,2817.766666666667,0.03333333333333333,Very Lost,0,1,High,1071,1,1,3,113
CUST4652,2023-05-22,2023-10-11,9,155133,17237.0,5.0,South,Mid Value,Net Banking,895,Yes,142,1084.8461538461538,0.06293706293706294,Very Lost,1,1,High,1037,3,3,4,334
CUST4653,2023-03-03,2023-04-12,8,181361,22670.12,10.0,West,unknown,UPI,1077,Yes,40,4423.4390243902435,0.1951219512195122,Very Lost,1,1,High,1117,1,2,5,125
CUST4654,2023-01-29,2023-09-29,15,119384,7958.93,20.0,North,Low Value,Debit Card,907,Yes,243,489.27868852459017,0.06147540983606557,Very Lost,1,1,Medium,1150,3,4,3,343
CUST4655,2023-02-06,2023-08-26,4,178590,38704.20375,10.0,West,Mid Value,Debit Card,941,Yes,201,884.1089108910891,0.019801980198019802,Very Lost,1,1,High,1142,3,1,5,315
CUST4656,2023-05-28,2024-01-19,8,28252,3531.5,0.0,South,Mid Value,UPI,795,No,236,119.20675105485232,0.03375527426160337,Very Lost,0,0,Low,1031,5,2,1,521
CUST4657,2023-01-15,2023-08-20,20,26585,1329.25,0.0,East,Mid Value,Net Banking,947,Yes,217,121.94954128440367,0.09174311926605505,Very Lost,0,0,Low,1164,3,5,1,351
CUST4658,2023-02-13,2023-07-15,19,18276,961.89,0.0,North,Low Value,UPI,983,Yes,152,119.45098039215686,0.12418300653594772,Very Lost,0,0,Low,1135,2,5,1,251
CUST4659,2023-03-10,2023-08-04,10,147988,14798.8,5.0,South,High Value,Net Banking,963,Yes,147,999.918918918919,0.06756756756756757,Very Lost,1,1,High,1110,2,3,4,234
CUST4660,2023-03-17,2023-10-03,1,90489,38704.20375,0.0,East,Mid Value,Debit Card,903,Yes,200,450.1940298507463,0.004975124378109453,Very Lost,0,0,High,1103,3,1,3,313
CUST4661,2023-05-07,2023-08-11,16,67641,4227.56,25.0,East,Low Value,Credit Card,956,Yes,96,697.3298969072165,0.16494845360824742,Very Lost,0,1,Low,1052,2,4,2,242
CUST4662,2023-06-29,2023-10-14,5,9497,1899.4,5.0,South,Low Value,Net Banking,892,Yes,107,87.93518518518519,0.046296296296296294,Very Lost,0,1,Low,999,4,1,1,411
CUST4663,2023-03-31,2023-08-01,12,163520,13626.67,25.0,North,Low Value,UPI,966,Yes,123,1318.7096774193549,0.0967741935483871,Very Lost,1,1,Medium,1089,2,3,5,235
CUST4664,2023-03-28,2023-11-18,3,103285,34428.33,20.0,West,Mid Value,Debit Card,857,No,235,437.64830508474574,0.012711864406779662,Very Lost,1,1,High,1092,4,1,3,413
CUST4665,2023-01-29,2023-07-14,9,170176,18908.44,10.0,West,Low Value,Net Banking,984,Yes,166,1019.0179640718563,0.05389221556886228,Very Lost,1,1,High,1150,2,3,5,235
CUST4666,2023-01-23,2023-10-15,15,184941,12329.4,5.0,South,High Value,Net Banking,891,Yes,265,695.2669172932331,0.05639097744360902,Very Lost,1,1,Medium,1156,4,4,5,445
CUST4667,2023-03-31,2023-05-17,1,103360,38704.20375,15.0,North,Low Value,Debit Card,1042,Yes,47,2153.3333333333335,0.020833333333333332,Very Lost,1,1,High,1089,1,1,3,113
CUST4668,2023-03-04,2023-12-15,2,75806,37903.0,0.0,North,Low Value,UPI,830,No,286,264.13240418118465,0.006968641114982578,Very Lost,0,0,High,1116,5,1,2,512
CUST4669,2023-05-09,2023-11-27,1,145786,38704.20375,25.0,West,Mid Value,Debit Card,848,No,202,718.1576354679803,0.0049261083743842365,Very Lost,1,1,High,1050,4,1,4,414
CUST4670,2023-03-21,2023-04-09,17,60673,3569.0,5.0,West,Mid Value,Credit Card,1080,Yes,19,3033.65,0.85,Very Lost,0,1,Low,1099,1,4,2,142
CUST4671,2023-03-19,2023-06-08,14,50227,3587.64,15.0,West,Low Value,Net Banking,1020,Yes,81,612.5243902439024,0.17073170731707318,Very Lost,0,1,Low,1101,1,4,2,142
CUST4672,2023-07-02,2023-11-10,18,123504,6861.33,25.0,South,High Value,Debit Card,865,No,131,935.6363636363636,0.13636363636363635,Very Lost,1,1,Medium,996,4,5,4,454
CUST4673,2023-02-26,2023-06-05,20,100240,5012.0,5.0,North,Low Value,Credit Card,1023,Yes,99,1002.4,0.2,Very Lost,0,1,Low,1122,1,5,3,153
CUST4674,2023-03-17,2023-07-01,2,9386,4693.0,20.0,West,Low Value,Credit Card,997,Yes,106,87.7196261682243,0.018691588785046728,Very Lost,0,1,Low,1103,2,1,1,211
CUST4675,2023-06-10,2023-12-30,10,34412,3441.2,25.0,North,unknown,Net Banking,815,No,203,168.68627450980392,0.049019607843137254,Very Lost,0,1,Low,1018,5,3,1,531
CUST4676,2023-03-11,2023-11-24,7,19651,2807.29,0.0,West,Low Value,Net Banking,851,No,258,75.87258687258688,0.02702702702702703,Very Lost,0,0,Low,1109,4,2,1,421
CUST4677,2023-04-05,2023-08-05,16,87661,5478.81,25.0,West,High Value,Debit Card,962,Yes,122,712.6910569105692,0.13008130081300814,Very Lost,0,1,Low,1084,2,4,3,243
CUST4678,2023-01-28,2023-03-19,8,185150,23143.75,20.0,North,High Value,UPI,1101,Yes,50,3630.392156862745,0.1568627450980392,Very Lost,1,1,High,1151,1,2,5,125
CUST4679,2023-05-26,2023-08-10,7,27296,3899.43,25.0,South,Mid Value,Net Banking,957,Yes,76,354.4935064935065,0.09090909090909091,Very Lost,0,1,Low,1033,2,2,1,221
CUST4680,2023-03-08,2023-08-22,17,88554,5209.06,15.0,West,Mid Value,UPI,945,Yes,167,527.1071428571429,0.10119047619047619,Very Lost,0,1,Low,1112,3,4,3,343
CUST4681,2023-02-20,2023-04-04,7,69811,9973.0,0.0,South,High Value,Debit Card,1085,Yes,43,1586.6136363636363,0.1590909090909091,Very Lost,0,0,Medium,1128,1,2,2,122
CUST4682,2023-03-03,2023-04-24,19,93150,4902.63,20.0,East,High Value,Credit Card,1065,Yes,52,1757.5471698113208,0.3584905660377358,Very Lost,0,1,Low,1117,1,5,3,153
CUST4683,2023-05-12,2023-11-16,9,100437,11159.67,5.0,West,Mid Value,UPI,859,No,188,531.4126984126984,0.047619047619047616,Very Lost,0,1,Medium,1047,4,3,3,433
CUST4684,2023-02-24,2023-06-22,15,52422,3494.8,15.0,West,Mid Value,UPI,1006,Yes,118,440.52100840336135,0.12605042016806722,Very Lost,0,1,Low,1124,2,4,2,242
CUST4685,2023-03-31,2023-08-01,18,104678,5815.44,10.0,West,High Value,Credit Card,966,Yes,123,844.1774193548387,0.14516129032258066,Very Lost,1,1,Low,1089,2,5,3,253
CUST4686,2023-01-05,2023-04-03,18,103330,5740.56,15.0,North,Low Value,Debit Card,1086,Yes,88,1161.0112359550562,0.20224719101123595,Very Lost,1,1,Low,1174,1,5,3,153
CUST4687,2023-04-03,2023-10-30,20,33525,1676.25,10.0,East,Low Value,UPI,876,Yes,210,158.88625592417063,0.0947867298578199,Very Lost,0,1,Low,1086,4,5,1,451
CUST4688,2023-06-14,2023-11-13,18,131399,7299.94,10.0,West,Mid Value,Credit Card,862,No,152,858.8169934640523,0.11764705882352941,Very Lost,1,1,Medium,1014,4,5,4,454
CUST4689,2023-04-24,2023-06-11,13,41758,3212.15,15.0,West,unknown,Net Banking,1017,Yes,48,852.204081632653,0.2653061224489796,Very Lost,0,1,Low,1065,1,3,2,132
CUST4690,2023-05-22,2023-09-09,1,89687,38704.20375,20.0,West,Mid Value,Credit Card,927,Yes,110,807.990990990991,0.009009009009009009,Very Lost,0,1,High,1037,3,1,3,313
CUST4691,2023-01-13,2023-02-06,5,178138,35627.6,20.0,South,High Value,Net Banking,1142,Yes,24,7125.52,0.2,Very Lost,1,1,High,1166,1,1,5,115
CUST4692,2023-05-29,2023-09-29,3,92900,30966.67,20.0,North,unknown,UPI,907,Yes,123,749.1935483870968,0.024193548387096774,Very Lost,0,1,High,1030,3,1,3,313
CUST4693,2023-03-28,2023-11-25,9,169404,18822.67,10.0,East,Mid Value,Net Banking,850,No,242,697.1358024691358,0.037037037037037035,Very Lost,1,1,High,1092,4,3,5,435
CUST4694,2023-06-18,2024-03-09,20,63021,3151.05,20.0,East,Mid Value,UPI,745,No,265,236.92105263157896,0.07518796992481203,Very Lost,0,1,Low,1010,5,5,2,552
CUST4695,2023-02-25,2023-09-28,9,86595,9621.67,10.0,East,High Value,Net Banking,908,Yes,215,400.90277777777777,0.041666666666666664,Very Lost,0,1,Medium,1123,3,3,3,333
CUST4696,2023-04-12,2023-10-15,18,96359,5353.28,10.0,East,Mid Value,Net Banking,891,Yes,186,515.2887700534759,0.0962566844919786,Very Lost,0,1,Low,1077,4,5,3,453
CUST4697,2023-02-11,2023-06-19,7,109042,15577.43,0.0,North,Mid Value,UPI,1009,Yes,128,845.2868217054264,0.05426356589147287,Very Lost,1,0,High,1137,2,2,3,223
CUST4698,2023-05-24,2024-01-12,8,158435,19804.38,10.0,North,Mid Value,UPI,802,No,233,677.0726495726495,0.03418803418803419,Very Lost,1,1,High,1035,5,2,5,525
CUST4699,2023-01-13,2023-09-24,19,63220,3327.37,10.0,East,Mid Value,UPI,912,Yes,254,247.92156862745097,0.07450980392156863,Very Lost,0,1,Low,1166,3,5,2,352
CUST4700,2023-02-08,2023-11-11,20,18648,932.4,15.0,North,High Value,Credit Card,864,No,276,67.32129963898917,0.07220216606498195,Very Lost,0,1,Low,1140,4,5,1,451
CUST4701,2023-06-02,2023-08-05,5,91745,18349.0,10.0,North,Low Value,Net Banking,962,Yes,64,1411.4615384615386,0.07692307692307693,Very Lost,0,1,High,1026,2,1,3,213
CUST4702,2023-07-20,2023-08-30,9,56507,6278.56,20.0,South,High Value,Debit Card,937,Yes,41,1345.404761904762,0.21428571428571427,Very Lost,0,1,Low,978,3,3,2,332
CUST4703,2023-02-25,2023-08-24,15,183357,12223.8,0.0,East,Low Value,Debit Card,943,Yes,180,1013.0220994475138,0.08287292817679558,Very Lost,1,0,Medium,1123,3,4,5,345
CUST4704,2023-02-16,2023-09-18,7,95745,13677.86,5.0,South,Mid Value,Credit Card,918,Yes,214,445.3255813953488,0.03255813953488372,Very Lost,0,1,Medium,1132,3,2,3,323
CUST4705,2023-03-30,2023-11-24,3,92441,30813.67,25.0,East,High Value,Debit Card,851,No,239,385.17083333333335,0.0125,Very Lost,0,1,High,1090,4,1,3,413
CUST4706,2023-01-04,2023-09-28,5,84645,16929.0,20.0,South,High Value,UPI,908,Yes,267,315.839552238806,0.018656716417910446,Very Lost,0,1,High,1175,3,1,3,313
CUST4707,2023-06-20,2024-03-05,1,54995,38704.20375,25.0,North,Low Value,Credit Card,749,No,259,211.51923076923077,0.0038461538461538464,Very Lost,0,1,High,1008,5,1,2,512
CUST4708,2023-03-23,2023-04-25,19,182786,9620.32,5.0,East,Low Value,Debit Card,1064,Yes,33,5376.058823529412,0.5588235294117647,Very Lost,1,1,Medium,1097,1,5,5,155
CUST4709,2023-02-03,2023-11-19,1,115028,38704.20375,5.0,South,High Value,Net Banking,856,No,289,396.64827586206894,0.0034482758620689655,Very Lost,1,1,High,1145,4,1,3,413
CUST4710,2023-05-10,2024-01-21,12,116094,9674.5,20.0,North,High Value,Debit Card,793,No,256,451.72762645914395,0.04669260700389105,Very Lost,1,1,Medium,1049,5,3,3,533
CUST4711,2023-06-30,2023-11-14,11,167574,15234.0,5.0,West,High Value,UPI,861,No,137,1214.304347826087,0.07971014492753623,Very Lost,1,1,High,998,4,3,5,435
CUST4712,2023-04-18,2023-07-16,19,120242,6328.53,5.0,South,Mid Value,Credit Card,982,Yes,89,1336.0222222222221,0.2111111111111111,Very Lost,1,1,Low,1071,2,5,3,253
CUST4713,2023-03-17,2023-05-30,1,102500,38704.20375,5.0,West,High Value,Net Banking,1029,Yes,74,1366.6666666666667,0.013333333333333334,Very Lost,1,1,High,1103,1,1,3,113
CUST4714,2023-04-11,2024-01-31,16,70541,4408.81,25.0,South,Low Value,UPI,783,No,295,238.3141891891892,0.05405405405405406,Very Lost,0,1,Low,1078,5,4,2,542
CUST4715,2023-04-14,2023-12-16,8,188924,23615.5,0.0,West,Mid Value,UPI,829,No,246,764.8744939271255,0.032388663967611336,Very Lost,1,0,High,1075,5,2,5,525
CUST4716,2023-02-20,2023-09-17,2,65589,32794.5,25.0,South,Mid Value,Credit Card,919,Yes,209,312.3285714285714,0.009523809523809525,Very Lost,0,1,High,1128,3,1,2,312
CUST4717,2023-02-03,2023-11-24,10,94618,9461.8,10.0,West,Low Value,UPI,851,No,294,320.7389830508475,0.03389830508474576,Very Lost,0,1,Medium,1145,4,3,3,433
CUST4718,2023-01-04,2023-02-18,16,55620,3476.25,15.0,South,Mid Value,Credit Card,1130,Yes,45,1209.1304347826087,0.34782608695652173,Very Lost,0,1,Low,1175,1,4,2,142
CUST4719,2023-04-29,2024-01-15,2,182362,38704.20375,5.0,North,High Value,UPI,799,No,261,696.0381679389313,0.007633587786259542,Very Lost,1,1,High,1060,5,1,5,515
CUST4720,2023-05-18,2024-01-18,1,97816,38704.20375,0.0,South,Mid Value,Debit Card,796,No,245,397.6260162601626,0.0040650406504065045,Very Lost,0,0,High,1041,5,1,3,513
